Date,Rio Plan a Erschbaum,Rio Riva a Seghe,Rio Anterselva a Bagni Salomone,Rio Braies a Braies,Rio Riva a Caminata,Rio Casies a Colle,Gadera a Pedraces,Aurino a Cadipietra,Ridanna a Vipiteno,Gadera a Mantana,Passirio a Merano,Aurino a Caminata,Aurino a S.Giorgio,Rienza a Vandoies,Adige a Ponte Adige,Adige a Bronzolo
1990-01-01,,,0.7032,,0.7206,0.6821,,0.9439,1.4447,3.8801,,2.9931,5.45,11.8233,24.4451,52.2061
1990-01-02,,,0.6965,,0.7216,0.7061,,1.069,1.4489,3.7952,,3,6.16,15.9151,35.4583,68.8238
1990-01-03,,,0.742,,0.6953,0.7196,,1.1049,1.4373,3.8171,,2.9807,6.35,17.9202,36.7326,74.7073
1990-01-04,,,0.8029,,0.6396,0.7517,,1.1715,1.4172,3.8708,,2.9555,5.55,13.7981,35.4056,68.9148
1990-01-05,,,0.7985,,0.6375,0.7492,,1.2287,1.3849,3.7203,,2.9457,5.93,13.3956,35.7868,66.0068
1990-01-06,,,0.8071,,0.6355,0.729,,1.2678,1.4272,3.8312,,2.8871,5.11,8.1928,24.0993,49.3024
1990-01-07,,,0.8122,,0.5957,0.7718,,1.2149,1.3319,3.636,,2.8476,4.83,6.1128,18.4132,36.791
1990-01-08,,,0.8244,,0.6429,0.8835,,1.2483,1.2431,3.6281,,2.8124,7.23,11.9099,28.4833,56.5231
1990-01-09,,,0.815,,0.6433,0.7502,,1.2888,1.2248,3.4745,,2.8051,7.3,14.6781,34.6562,63.8238
1990-01-10,,,0.8111,,0.6292,0.7531,,1.2841,1.2261,3.6965,,2.7207,8.86,20.814,34.4972,63.742
1990-01-11,,,0.8194,,0.6508,0.8112,,1.2526,1.22,3.5742,,2.7299,8.3,15.2196,35.7042,64.0342
1990-01-12,,,0.8046,,0.678,0.798,,1.2486,1.2159,3.5726,,2.7776,7.23,14.4538,34.4285,64.16
1990-01-13,,,0.7845,,0.7149,0.7949,,1.1703,1.1976,3.6434,,2.791,5.75,9.9318,23.1465,48.6769
1990-01-14,,,0.8007,,0.7023,0.7955,,1.196,1.2085,3.6945,,2.7506,6.07,6.3461,17.8347,36.7104
1990-01-15,,,0.7963,,0.6945,0.8207,,1.2599,1.21,3.7104,,2.75,7.69,11.2065,28.3653,53.88
1990-01-16,,,0.7756,,0.6743,0.7895,,1.3019,1.1989,3.9238,,2.8065,7.04,12.0147,33.2438,64.2266
1990-01-17,,,0.7788,,0.6372,0.7814,,1.2801,1.1838,3.9374,,2.7818,6.91,13.2013,33.5139,65.5843
1990-01-18,,,0.6114,,0.5814,0.7744,,1.2574,1.1887,4.0312,,2.6795,7.23,18.0553,35.0854,62.8536
1990-01-19,,,0.5988,,0.4941,0.7767,,1.2495,1.1869,3.9869,,2.62,7.07,14.3575,33.9771,63.9431
1990-01-20,,,0.6058,,0.5434,0.7711,,1.2256,1.1744,3.804,,2.6513,5.9,13.158,22.6604,45.5136
1990-01-21,,,0.6452,,0.5971,0.7609,,1.2072,1.18,3.8738,,2.6909,5.53,5.7443,17.7896,35.8099
1990-01-22,,,0.6294,,0.5861,0.7569,,1.1899,1.18,3.7071,,2.6297,4.93,5.7404,29.1236,51.9456
1990-01-23,,,0.6277,,0.5681,0.7716,,1.1738,1.1888,3.694,,2.6594,5.29,12.0655,34.5674,63.703
1990-01-24,,,0.628,,0.5893,0.7469,,1.1738,1.1899,3.6471,,2.7112,5.03,16.9424,34.8896,63.652
1990-01-25,,,0.665,,0.5691,0.7987,,1.2209,1.178,3.6067,,2.6878,5.4,16.6871,35.0882,64.6107
1990-01-26,,,0.6592,,0.5572,0.7857,,1.2291,1.2203,3.754,,2.6974,6.12,13.5919,35.7743,71.8426
1990-01-27,,,0.6473,,0.564,0.7708,,1.1783,1.2342,3.6717,,2.6632,4.49,7.1308,21.0778,41.2297
1990-01-28,,,0.6584,,0.5881,0.7563,,1.1981,1.2636,3.6053,,2.7128,4.09,6.5294,18.1535,36.1802
1990-01-29,,,0.7497,,0.5752,0.7589,,1.2205,1.2668,3.8034,,2.7339,5.25,12.7755,32.1174,61.7659
1990-01-30,,,0.7272,,0.5855,0.7666,,1.1983,1.3297,4.0799,,2.7515,5.16,14.7415,36.8042,61.0153
1990-01-31,,,0.7552,,0.589,0.7713,,1.1674,1.3345,3.9615,,2.7194,5.03,13.0185,35.7965,63.7606
1990-02-01,,,0.7182,,0.5687,0.7744,,1.1972,1.3583,3.8606,,2.6878,5.36,14.0981,35.0424,63.3126
1990-02-02,,,0.7196,,0.5696,0.7487,,1.187,1.3555,3.8485,,2.6947,5.37,14.5118,35.616,65.7951
1990-02-03,,,0.7342,,0.5877,0.7817,,1.174,1.3402,3.8122,,2.6699,4.44,8.3303,25.4458,48.7226
1990-02-04,,,0.7405,,0.569,0.7641,,1.1489,1.3237,3.8674,,2.6587,4.27,6.703,18.2569,37.9178
1990-02-05,,,0.7288,,0.5786,0.7861,,1.1247,1.3128,3.6976,,2.6374,4.64,12.7682,29.4938,57.5737
1990-02-06,,,0.7389,,0.5803,0.7744,,1.174,1.296,3.5922,,2.6858,5.81,12.5866,34.6306,60.8799
1990-02-07,,,0.713,,0.597,0.7388,,1.1749,1.2746,3.6431,,2.6633,5.13,14.2099,36.416,64.0039
1990-02-08,,,0.7132,,0.5908,0.7436,,1.17,1.2551,3.6673,,2.6866,5.1,14.7989,35.4729,60.2638
1990-02-09,,,0.6872,,0.5778,0.77,,1.1838,1.2453,3.643,,2.7001,5,14.596,35.3986,60.5604
1990-02-10,,,0.6827,,0.5723,0.7642,,1.2,1.2349,3.5649,,2.6756,4.07,7.2944,23.1229,45.4789
1990-02-11,,,0.7067,,0.5655,0.8011,,1.1877,1.2548,3.5551,,2.6933,4.18,6.2188,18.4014,35.2985
1990-02-12,,,0.6921,,0.5782,0.7764,,1.1303,1.2081,3.5592,,2.6603,4.76,9.0574,29.7021,53.2533
1990-02-13,,,0.692,,0.5696,0.7747,,1.1367,1.2217,3.532,,2.7047,5,14.8656,34.0951,63.0553
1990-02-14,,,0.8309,,0.6027,0.7503,,1.164,1.2628,3.6774,,2.7549,5.97,15.4072,34.9188,65.9561
1990-02-15,,,0.9133,,0.5808,0.8509,,1.4194,2.3638,3.8838,,3.0026,6.24,17.9948,46.6201,67.5662
1990-02-16,,,0.8543,,0.6082,0.8218,,1.3924,2.3605,3.7798,,2.9653,6.17,17.7071,44.334,75.3394
1990-02-17,,,0.7283,,0.6164,0.821,,1.2372,1.9035,3.574,,2.8167,4.88,9.556,25.8667,52.0373
1990-02-18,,,0.6628,,0.6149,0.8139,,1.1904,1.6941,3.7793,,2.7677,4.52,6.5935,19.8167,39.7428
1990-02-19,,,0.641,,0.5992,0.8039,,1.1888,1.7541,3.7515,,2.8351,5.17,12.2563,31.3514,52.906
1990-02-20,,,0.6885,,0.6022,0.8007,,1.1858,1.7087,3.6266,,2.8603,5.53,14.2856,37.2243,65.7349
1990-02-21,,,0.6143,,0.6199,0.8203,,1.1822,1.7244,3.7785,,2.9262,5.79,15.9345,38.3903,68.3324
1990-02-22,,,0.6684,,0.6742,0.9006,,1.2358,1.8408,3.9271,,2.9916,6.14,15.8837,38.5722,57.2826
1990-02-23,,,0.6296,,0.7216,0.9175,,1.3722,1.9925,4.0522,,3.1231,6.05,16.7511,42.7271,74.5065
1990-02-24,,,0.4773,,0.7635,0.9517,,1.34,2.1277,4.0842,,3.1897,5.42,10.3783,27.5507,53.8135
1990-02-25,,,0.4666,,0.7584,0.9986,,1.389,2.1228,4.1352,,3.2999,5.38,8.7047,21.475,44.0452
1990-02-26,,,0.4431,,0.746,0.9787,,1.3818,2.1068,4.0175,,3.2875,5.99,15.2104,35.3757,64.949
1990-02-27,,,1.0741,,0.6912,1.0116,,1.4675,2.5008,4.852,,3.6606,8.9,25.8764,44.8618,76.1583
1990-02-28,,,0.9889,,0.6515,0.891,,1.3929,2.2295,4.2618,,3.2269,6.82,20.1743,46.225,89.4889
1990-03-01,,,0.8234,,0.6713,0.873,,1.274,1.9523,3.8502,,3.1103,6.08,19.3231,44.6361,74.6103
1990-03-02,,,0.7086,,0.6799,0.8412,,1.2074,2.0486,3.6664,,2.9851,5.12,18.4103,43.0069,76.0956
1990-03-03,,,0.7155,,0.6322,0.865,,1.1785,1.6881,3.6215,,2.9901,5.3,9.8453,34.1528,57.8338
1990-03-04,,,0.7012,,0.6444,0.829,,1.1642,1.674,3.586,,2.9455,4.83,7.2777,25.7361,43.1119
1990-03-05,,,0.7329,,0.6607,0.8356,,1.1803,1.7228,3.6331,,2.9691,5.31,21.7253,35.1799,64.6444
1990-03-06,,,0.7466,,0.6492,0.8495,,1.1797,1.7422,3.6642,,2.9976,6.28,23.5555,42.3604,81.6367
1990-03-07,,,0.7491,,0.6593,0.8899,,1.2472,1.8971,3.7406,,3.0806,5.15,18.0817,42.7806,78.7235
1990-03-08,,,0.7363,,0.6885,0.9667,,1.2642,1.9306,3.7661,,3.1149,6.08,17.3712,45.916,79.3987
1990-03-09,,,0.7725,,0.6816,0.9737,,1.2581,1.8973,3.8962,,3.0862,6.09,15.5528,42.9486,74.3247
1990-03-10,,,1.2742,,0.6878,1.0715,,1.5251,2.2108,3.9533,,3.8002,5.25,9.319,29.5667,52.6694
1990-03-11,,,1.4069,,0.7626,1.4237,,1.7981,2.2912,4.1438,,4.6916,5.53,10.3567,23.6792,43.1078
1990-03-12,,,1.1559,,0.888,1.431,,1.4768,2.3646,4.8024,,4.0205,6.56,12.2889,38.9993,70.289
1990-03-13,,,1.1142,,1.0678,1.4964,,1.7037,2.5669,5.1514,,4.1749,7.62,12.3549,45.8757,85.9586
1990-03-14,,,1.1814,,1.1292,1.8915,,1.9111,2.6958,5.1256,,4.1715,7.6,12.3097,47.3847,79.782
1990-03-15,,,1.2277,,1.2539,2.0633,,2.0219,2.8369,4.8323,,4.8431,8.1,23.0181,50.5049,91.546
1990-03-16,,,1.2363,,1.3233,2.0544,,1.9601,2.873,4.745,,4.4715,9.03,25.6556,48.4986,96.8803
1990-03-17,,,1.0108,,1.4022,1.9231,,1.7044,2.8071,4.2392,,4.3864,8.12,20.7451,34.9382,76.3456
1990-03-18,,,1.0019,,1.4383,2.3394,,1.8104,2.8066,4.066,,4.6005,7.73,10.4583,27.8681,60.2824
1990-03-19,,,1.0505,,1.535,2.4809,,1.8703,2.8556,4.0165,,4.576,8.73,16.8861,40.8979,78.9126
1990-03-20,,,1.048,,1.4874,1.6547,,2.1345,2.7504,3.8413,,4.7792,10.04,17.8521,47.6014,89.4049
1990-03-21,,,1.0206,,1.6136,1.9807,,2.581,2.8267,4.2097,,4.5644,9.62,22.2542,46.7694,91.6234
1990-03-22,,,1.0743,,1.9332,1.9838,,2.4487,3.0799,4.8259,,5.4861,11.43,20.834,48.6639,92.9821
1990-03-23,,,1.1535,,2.0567,1.8462,,2.6497,3.2871,4.7135,,6.4328,10.27,25.016,49.2618,99.1508
1990-03-24,,,1.0915,,2.5796,1.8958,,2.4765,3.2162,4.962,,6.0467,10.11,19.8333,34.1785,78.5738
1990-03-25,,,1.1451,,2.0555,2.3079,,2.5853,3.2729,6.3628,,5.8292,9.91,14.8938,30.1194,70.6888
1990-03-26,,,1.0987,,1.4143,1.9415,,1.9881,2.9138,5.2952,,4.9965,8.5,23.3285,34.6625,87.2378
1990-03-27,,,1.0547,,1.1917,1.7408,,1.6842,2.6515,4.6093,,4.4319,8.39,23.4938,38.6819,88.7175
1990-03-28,,,1.05,,1.0694,1.6642,,1.6683,2.5218,4.425,,4.2899,8.95,22.041,36.709,86.0628
1990-03-29,,,1.0123,,0.9694,1.5692,,1.6283,2.3766,4.2,,3.8954,8.23,20.9215,36.8431,79.6561
1990-03-30,,,1.0606,,1.0917,1.5938,,1.7236,2.4071,4.0795,,3.6758,9.3,19.4138,35.9694,84.6507
1990-03-31,,,1.0879,,1.3326,1.7769,,1.9572,2.5287,4.224,,3.9442,6.94,10.7324,23.3903,50.0458
1990-04-01,,,1.136,,1.664,1.8486,,2.3546,2.5819,5.3293,,4.624,7.36,10.0478,18.6639,46.6641
1990-04-02,,,1.1783,,1.5751,1.8435,,2.7014,2.7169,5.7236,,5.2746,7.34,20.5299,30.0826,79.4965
1990-04-03,,,1.1487,,1.496,1.8539,,2.3936,2.5767,5.3374,,4.9476,5.49,22.3083,36.25,80.6303
1990-04-04,,,1.1444,,1.3536,1.8141,,2.0858,2.5399,5.2608,,4.6181,5.56,22.4431,38.0306,85.1858
1990-04-05,,,1.1367,,1.2809,1.7103,,2.0378,2.3627,5.3237,,4.2306,5.63,19.7125,36.5125,76.7191
1990-04-06,,,1.1219,,1.2912,1.7078,,1.9683,2.3351,5.4304,,4.2326,5.67,23.8292,36.8806,77.7275
1990-04-07,,,1.2612,,1.4768,1.7435,,2.1258,2.5936,6.5525,,4.7715,5.71,13.7188,23.841,61.7013
1990-04-08,,,1.3867,,1.5159,1.8538,,2.1737,2.5009,7.0374,,4.6606,5.74,14.3743,22.034,53.773
1990-04-09,,,1.3501,,1.3244,1.781,,1.8861,2.4377,6.7889,,4.4037,5.78,19.991,35.8792,90.5988
1990-04-10,,,1.266,,1.2008,1.6635,,1.8044,2.42,5.8621,,4.0743,5.81,23.1639,39.2771,92.8444
1990-04-11,,,1.2664,,0.9751,1.6408,,1.6797,2.4004,5.0834,,4.0397,5.84,22.6063,37.3562,87.7546
1990-04-12,,,1.2573,,0.9714,1.5468,,1.6624,2.3819,4.6493,,3.6031,5.86,21.775,37.966,81.5865
1990-04-13,,,1.2133,,0.9661,1.4483,,1.632,2.3588,4.4576,,3.6453,5.88,21.7153,33.5014,72.6183
1990-04-14,,,1.2203,,0.9443,1.4594,,1.6456,2.3527,4.3201,,3.7912,5.79,11.1331,22.6868,52.021
1990-04-15,,,1.0587,,0.9955,1.5869,,1.703,2.3573,4.5289,,3.7152,5.66,9.1388,19.316,44.016
1990-04-16,,,1.0483,,1,1.6722,,1.6258,2.3566,4.3942,,3.6194,5.77,13.3074,24.4264,56.9332
1990-04-17,,,1.0869,,0.8897,1.4817,,1.5546,2.2472,3.9951,,3.6265,6.63,18.0185,29.4819,72.0312
1990-04-18,,,0.9835,,0.8857,1.4758,,1.5535,2.3404,4.0194,,3.5684,6.24,18.9792,34.8514,74.4026
1990-04-19,,,0.9675,,0.8835,1.3792,,1.5194,2.272,3.8976,,3.5503,6.34,17.5196,33.134,72.8534
1990-04-20,,,0.9374,,0.9384,1.428,,1.534,2.2542,3.8849,,3.4629,6.05,18.2799,34.2174,79.4567
1990-04-21,,,0.8992,,0.8711,1.4288,,1.5145,2.1825,4.0629,,3.4449,5.9,9.2558,22.6278,51.9542
1990-04-22,,,0.8952,,0.8819,1.4029,,1.5291,2.1752,3.9003,,3.448,5.82,8.1435,19.85,41.0242
1990-04-23,,,0.8772,,1,1.3587,,1.7106,2.3538,4.1207,,3.5619,5.62,16.9558,27.3438,65.611
1990-04-24,,,0.8696,,1.0724,1.4577,,1.5967,2.3593,4.0235,,3.5101,5.74,17.0215,31.7201,77.9018
1990-04-25,,,0.8921,,1.2116,1.4774,,1.6334,2.3134,4.0331,,3.5126,5.84,15.0109,28.4611,63.2865
1990-04-26,,,0.8917,,1.2454,1.4436,,1.6085,2.3447,4.272,,3.5622,5.78,15.0872,28.75,68.6643
1990-04-27,,,0.8351,,1.2705,1.3292,,1.6064,2.4197,4.3123,,3.6535,6.2,15.9247,32.2521,73.6094
1990-04-28,,,0.8258,,1.411,1.2877,,1.6152,2.5748,4.2851,,3.7648,6.1,10.1476,24.6708,57.6573
1990-04-29,,,0.817,,1.3767,1.4155,,1.7641,3.0567,5.0796,,3.9601,5.99,14.6861,20.8542,50.0625
1990-04-30,,,0.9167,,1.5825,1.5074,,2.0963,3.4228,5.5467,,4.7365,6.31,26.6625,27.15,71.3074
1990-05-01,,,0.946,,2.2283,1.7733,,3.4595,4.4031,5.9142,,6.7503,7.65,19.4188,27.6139,77.2255
1990-05-02,,,1.0792,,3.332,1.8988,,5.2553,5.668,6.4315,,10.7281,12.62,28.9868,32.2639,98.2802
1990-05-03,,,1.3812,,4.3922,2.3467,,6.819,6.9033,6.7975,,14.5167,15.06,35.0257,36.3944,113.8768
1990-05-04,,,1.7648,,4.4599,2.7734,,6.8658,7.2542,6.9308,,15.7285,17.67,38.3889,37.8458,125.6236
1990-05-05,,,1.9371,,4.9944,2.6551,,7.4699,7.2362,6.4032,,15.4653,16.41,25.7618,29.4917,110.7482
1990-05-06,,,1.9685,,4.8005,2.9372,,7.1239,7.7768,6.2856,,16.0257,17.74,26.0257,26.7986,101.3603
1990-05-07,,,2.0453,,5.3551,2.7527,,7.4896,7.7627,6.1209,,14.9069,17.72,37.5951,37.9361,114.981
1990-05-08,,,2.2338,,5.7443,2.9899,,7.4365,8.1391,5.8771,,16.0403,20.23,41.159,44.5681,130.184
1990-05-09,,,2.2444,,5.3006,3.2635,,7.6756,7.7041,5.6835,,17.4042,19.63,42.6479,43.8444,126.3007
1990-05-10,,,2.3441,,6.1465,3.0739,,8.5586,8.5778,5.8424,,21.4146,21.27,44.1667,43.6764,129.7725
1990-05-11,,,2.6041,,7.2692,3.1779,,9.3685,11.0417,5.8728,,21.1382,24.69,43.2569,42.6438,137.9847
1990-05-12,,,2.5232,,6.2674,3.1656,,7.9007,12.1132,6.1375,,17.5118,20.36,29.5167,34.9833,139.9368
1990-05-13,,,2.5097,,5.9891,3.2473,,7.9826,11.1335,5.9383,,18.1069,18.63,24.7403,31.1882,116.2233
1990-05-14,,,2.6983,,7.0133,3.5087,,8.9453,13.6229,5.8028,,20.7972,23.11,46.2986,42.8979,132.1997
1990-05-15,,,3.4332,,9.7727,5.3616,,12.6257,15.9403,6.4592,,32.0854,32.84,53.5688,50.0646,157.3771
1990-05-16,,,4.2574,,9.8374,5.6877,,13.4382,16.1556,7.2916,,32.2292,37.81,63.6799,69.8556,203.5764
1990-05-17,,,5.0408,,9.1108,5.5472,,13.1118,17.725,7.4851,,33.0847,39.44,65.2993,74.8812,210.4014
1990-05-18,,,4.8379,,10.4238,5.1438,,12.8868,17.8799,6.8149,,32.4896,42.29,67.8986,69.1035,209.784
1990-05-19,,,4.4184,,11.6653,4.5649,,12.609,17.2243,6.563,,32.7438,38.96,57.5986,65.5979,195.6812
1990-05-20,,,4.837,,15.6722,4.7226,,13.7549,19.2472,7.2411,,39.3917,52.26,75.1264,73.1174,226.4514
1990-05-21,,,4.8655,,13.6049,5.0723,,13.3896,19.1764,8.4428,,34.3444,48.15,79.8562,77.5229,241.9681
1990-05-22,,,5.0896,,16.0722,5.6038,,17.3972,23.2826,8.3212,,48.4042,60.7,90.7111,84.7458,276.9271
1990-05-23,,,4.9792,,14.8431,5.3074,,14.8882,20.3014,7.699,,41.5243,55.07,85.6611,80.9625,261.2514
1990-05-24,,,4.8633,,13.4458,5.6622,,13.4438,22.3347,7.4694,,35.3299,45.77,78.5215,87.3708,252.4812
1990-05-25,,,4.4098,,11.6399,5.0851,,12.6792,28.0278,7.182,,33.7486,42.66,75.4465,108.0021,290.1924
1990-05-26,,,3.9216,,8.513,4.4465,,10.4565,19.0854,6.9605,,26.4938,32.41,63.0792,87.1444,230.8514
1990-05-27,,,3.4135,,7.4137,4.0273,,9.1921,15.6306,6.6588,,22.7819,26.75,49.3576,71.9458,194.9674
1990-05-28,,,3.1739,,6.5155,3.7735,,8.1252,13.4597,6.3245,,18.9181,22.69,52.7493,67.8632,184.2049
1990-05-29,,,2.9579,,5.5802,3.5639,,7.4414,11.7396,6.2098,,16.3368,20.56,50.7222,64.575,173.7028
1990-05-30,,,2.8114,,4.8499,3.5345,,6.5644,10.5456,6.1284,,14.1215,18.92,41.1424,56.5007,157.2889
1990-05-31,,,2.666,,5.131,3.233,,6.4483,9.4274,5.9124,,13.8389,17.38,36.8688,53.5653,149.9715
1990-06-01,,,2.5733,,6.1959,3.0651,,7.5557,9.9517,5.8212,,16.6208,17.26,41.5729,57.5076,146.2632
1990-06-02,,,2.7255,,9.2383,3.5097,,10.0344,11.3604,5.5633,,25.5375,31.04,37.9757,45.4361,138.7382
1990-06-03,,,3.2108,,9.489,4.115,,10.3215,12.8882,5.735,,27.2062,31.3,45.2875,42.909,142.1243
1990-06-04,,,3.0651,,7.249,3.9083,,7.9749,12.8806,6.1734,,20.241,26.61,46.2236,58.2771,168.7569
1990-06-05,,,3.1143,,9.3169,3.6428,,9.6862,13.7299,5.9781,,24.0528,28.12,47.0319,68.2278,178.3222
1990-06-06,,,4.2091,,17.0069,4.2478,,17.0042,28.3451,6.3458,,44.4542,55.57,76.9361,107.2361,259.2861
1990-06-07,,,4.6149,,14.7458,5.0619,,13.8354,19.4611,6.5713,,36.1562,48.42,73.6951,98.0229,247.3146
1990-06-08,,,6.3637,,27.4993,6.3161,,21.3424,22.7069,11.4828,,54.016,70.41,99.4382,125.4007,332.6785
1990-06-09,,,5.8094,,14.4868,5.3044,,14.5729,19.4896,12.0611,,39.1056,52.48,76.7021,93.1917,284.9465
1990-06-10,,,4.9421,,9.8656,4.5099,,10.9979,15.9222,11.2386,,29.3,39.25,69.3882,79.1042,242.6771
1990-06-11,,,4.1347,,7.4747,3.951,,9.6772,13.3354,8.9703,,22.7847,31.97,66.2868,79.4632,225.0361
1990-06-12,,,3.7267,,6.8814,3.6878,,9.4947,12.6118,8.4102,,20.4764,28.77,60.7903,80.9493,210.6396
1990-06-13,,,3.5155,,6.4727,3.6714,,9.3819,11.8507,8.5699,,20.3785,27.76,60.9924,77.9639,207.7514
1990-06-14,,,3.5164,,6.6724,3.8519,,10.0069,11.9993,9.8054,,20.9174,28.22,59.1285,79.2882,204.5681
1990-06-15,,,3.3825,,7.1758,3.5015,,10.2891,11.0653,9.6427,,22.934,30.55,60.4979,79.1792,200.2611
1990-06-16,,,3.2314,,6.5344,3.2826,,9.5539,10.556,8.8907,,20.8868,25.74,53.2083,60.5306,182.2167
1990-06-17,,,3.1405,,7.801,3.3864,,10.4331,10.9854,8.2225,,23.2736,25.41,50.2264,54.3583,171.8535
1990-06-18,,,3.4305,,9.587,3.4467,,12.7188,12.7347,8.7843,,29.7604,36.86,69.0757,82.0924,222.9875
1990-06-19,,,3.5664,,11.4847,3.5204,,13.4417,12.9507,8.4542,,31.6597,36.9,62.3604,79.1049,222.5812
1990-06-20,,,3.764,,11.9824,4.0437,,16.2465,13.8771,8.0712,,35.1819,40.28,66.1757,83.0993,224.7646
1990-06-21,,,4.9774,,16.0299,3.9947,,21.8993,23.6625,10.8166,,48.9701,60.59,90.2486,120.2146,308.7924
1990-06-22,,,4.7251,,14.934,4.1471,,16.491,17.3201,9.1314,,38.6056,48.93,79.3417,100.7153,277.2722
1990-06-23,,,6.9845,,32.9757,5.464,,34.8778,20.8896,9.794,,69.1521,92.98,112.0326,85.3604,290.7632
1990-06-24,,,6.7326,,21.6861,5.3369,,20.4958,18.7653,9.6036,,53.8785,74.77,101.9444,83.1229,321.2042
1990-06-25,,,5.3453,,16.8431,4.7839,,17.0375,17.9042,8.5125,,44.9375,56.51,86.1736,92.3257,270.6472
1990-06-26,,,4.8866,,16.9535,4.5647,,17.45,18.5868,8.0003,,44.9361,57.27,85.1736,97.1167,257.2236
1990-06-27,,,4.6643,,16.8965,4.3283,,18.8257,19.5972,8.5008,,46.5542,58.64,84.9264,97.4625,272.3326
1990-06-28,,,5.6597,,30.2583,4.5079,,20.5597,27.7667,9.9124,,56.8847,73.27,103.025,114.6986,298.2479
1990-06-29,,,6.0426,,23.9924,4.4626,,17.434,21.7792,11.3278,,50.9958,67.38,99.1986,109.0993,312.2576
1990-06-30,,,5.3069,,18.3028,4.0506,,18.8111,20.2674,9.6847,,47.616,62.01,82.9208,91.2368,261.4361
1990-07-01,,,5.2562,,19.25,5.0323,,21.6799,24.7354,10.045,,57.9799,77.34,93.734,101.9576,274.4062
1990-07-02,,,6.3833,,25.5743,7.7235,,22.3736,26.3958,12.6763,,63.7472,87.29,105.875,121.6035,367.8188
1990-07-03,,,6.1319,,16.0319,6.5565,,17.2458,22.3625,14.6757,,46.8229,65.36,103.8292,112.7153,354.8132
1990-07-04,,,7.4378,,16.0882,8.5487,,17.0493,20.2486,23.2028,,48.4833,68.87,112.0833,122.7778,389.1229
1990-07-05,,,6.2082,,11.3201,7.291,,14.1292,16.8431,16.3014,,37.5944,53.1,96.1708,98.7889,317.2847
1990-07-06,,,7.4085,,15.9097,9.7151,,15.6701,19.7799,15.3319,,42.725,56.84,98.9854,104.2007,317.8854
1990-07-07,,,6.0156,,12.1444,7.461,,12.3694,16.2778,13.0736,,32.3153,46.7,86.859,80.9729,272.2611
1990-07-08,,,5.609,,11.2618,6.8883,,15.3882,15.8701,11.9236,,35.4035,50.1,84.4257,71.4292,244.0833
1990-07-09,,,5.4976,,14.2444,5.862,,18.1903,17.2618,10.9472,,43.6694,55.88,91.0097,84.0028,258.4146
1990-07-10,,,8.6958,,32.1118,9.2107,,25.4549,20.1618,14.8576,,64.2583,83.53,126.8958,109.1861,330.9576
1990-07-11,,,7.3092,,16.8472,6.7401,,17.1264,15.5458,15.5507,,43.3583,58.68,102.8819,92.4076,301.184
1990-07-12,,,6.0081,,12.2896,5.9398,,15.125,13.5618,12.1556,,35.5826,47.84,85.3625,89.2847,253.3438
1990-07-13,,,5.4303,,12.0847,5.6126,,13.4271,13.784,11.5493,,35.784,45.28,82.8438,82.35,240.3451
1990-07-14,,,5.0017,,12.4722,5.1714,,12.2715,14.591,10.6861,,37.0201,43.5,79.9438,65.9667,220.7056
1990-07-15,,,4.4756,,11.5368,4.6312,,12.5014,13.5007,9.5345,,34.2396,41.71,78.3222,52.2438,201.9049
1990-07-16,,,4.0385,,9.7528,4.2934,,12.2035,12.2306,9.4158,,30.6938,37.71,75.5729,73.2111,209.5528
1990-07-17,,,3.7831,,9.4721,4.1513,,12.0758,11.3347,8.5717,,29.4382,34.65,70.8278,73.3451,212.741
1990-07-18,,,3.7344,,11.3375,4.1547,,14.8854,12.866,8.4439,,38.5632,43.82,70.3833,76.5181,200.9625
1990-07-19,,,3.3897,,9.4315,3.8164,,11.3563,11.2646,8.1803,,28.1111,39.28,63.1042,71.0139,182.6597
1990-07-20,,,3.1273,,8.7684,3.3181,,10.9838,10.929,7.8808,,27.1222,33.39,62.3062,68.775,171.4618
1990-07-21,,,2.9843,,9.7347,3.1602,,11.1523,10.8603,7.7945,,27.9431,33.2,55.084,48.5125,151.3451
1990-07-22,,,2.836,,10.1906,3.1301,,11.3178,11.5264,7.5908,,29.4854,33.56,53.4951,45.6674,147.9062
1990-07-23,,,2.759,,9.8844,2.8968,,11.2627,11.6728,7.5231,,28.4271,33.35,52.2021,62.05,167.916
1990-07-24,,,2.5436,,8.9803,2.9408,,10.5448,10.9582,7.4839,,27.2549,30.53,57.9799,64.9681,167.4528
1990-07-25,,,2.4226,,8.1783,3.1739,,10.2622,10.5453,7.2069,,24.2181,28.31,59.6458,58.2562,159.1896
1990-07-26,,,2.2615,,7.5703,2.7771,,8.7415,8.9135,8.5296,,21.5493,25.84,50.0014,56.2528,160.1049
1990-07-27,,,2.1565,,7.8031,2.6743,,8.7729,8.947,7.9419,,20.9736,25.58,49.1035,54.55,156.6882
1990-07-28,,,2.1543,,8.246,2.4684,,8.9722,9.2212,7.1799,,21.8833,25.78,37.7924,41.3021,137.4146
1990-07-29,,,2.0069,,8.8729,2.4619,,9.1742,11.2396,6.8317,,22.5819,22.67,45.7549,42.4007,126.9646
1990-07-30,,,1.9604,,9.8022,2.4828,,9.8433,9.3357,6.9576,,24.9562,29.13,54.0792,48.2701,144.6944
1990-07-31,,,1.9166,,8.4503,2.4261,,9.6708,7.6632,7.5224,,23.0646,26.75,53.2597,44.6792,145.1326
