Date,Rio Plan a Erschbaum,Rio Riva a Seghe,Rio Anterselva a Bagni Salomone,Rio Braies a Braies,Rio Riva a Caminata,Rio Casies a Colle,Gadera a Pedraces,Aurino a Cadipietra,Ridanna a Vipiteno,Gadera a Mantana,Passirio a Merano,Aurino a Caminata,Aurino a S.Giorgio,Rienza a Vandoies,Adige a Ponte Adige,Adige a Bronzolo
1997-12-14,0.478618054166667,,0.8994,,0.8164,1.0646,,1.9062,2.2406,4.7467,,4.2971,5.85,12.9056,29.6153,70.2148
1997-12-15,0.466125,,0.8753,,0.8136,1.1801,,1.8362,2.2127,4.6349,,4.2285,6.21,21.9104,36.5944,91.5551
1997-12-16,0.453666666666667,,0.868,,0.8127,1.1084,,1.8017,2.1356,4.5088,,4.1594,6.22,19.3306,35.5549,92.0867
1997-12-17,0.419534720833333,,0.838,,0.8118,1.0184,,1.8797,2.1651,4.4663,,4.1485,6.23,19.4701,34.7493,89.3952
1997-12-18,0.381833333333333,,0.8668,,0.811,1.0633,,2.0008,2.149,4.6796,,4.2025,6.34,19.5819,34.4507,87.3701
1997-12-19,0.379027779166667,,0.8813,,0.8095,1.1132,,2.0052,2.22,4.7706,,4.1677,6.47,25.5785,35.6035,91.9687
1997-12-20,0.376236108333333,,0.8753,,0.8076,1.166,,2.0298,2.387,5.8312,,4.4785,5.85,15.0694,29.659,80.9572
1997-12-21,0.373479166666667,,0.8748,,0.8064,1.1767,,2.036,2.4276,5.7465,,4.9802,5.86,14.2799,23.4007,69.5997
1997-12-22,0.370729166666667,,0.8705,,0.806,1.1821,,2.0408,2.3501,5.4175,,5.0113,6.51,26.0556,33.4125,95.5787
1997-12-23,0.367958333333333,,0.8497,,0.8051,1.1335,,1.9962,2.2808,5.2215,,4.95,6.65,26.6146,36.5236,93.0863
1997-12-24,0.365131945833333,,0.8319,,0.804,1.1406,,1.9538,2.247,5.0914,,4.7299,5.73,20.2278,33.3326,88.8961
1997-12-25,0.362375,,0.8218,,0.8036,1.0944,,1.9519,2.22,4.9998,,4.7992,5.73,19.4646,31.1854,83.3324
1997-12-26,0.359625,,0.8276,,0.8025,1.1402,,1.9997,2.2447,5.0502,,4.8758,5.74,19.5882,32.3111,85.7343
1997-12-27,0.356875,,0.8238,,0.8013,1.1192,,1.9525,2.22,4.9383,,4.8555,5.74,14.0558,23.05,73.7524
1997-12-28,0.354041666666667,,0.7982,,0.8002,0.97,,1.9088,2.1393,4.7053,,4.5452,5.58,11.9985,17.8611,60.2569
1997-12-29,0.351270833333333,,0.7679,,0.7989,0.9623,,1.8569,2.0467,4.516,,4.3969,5.83,23.9417,25.7944,79.5614
1997-12-30,0.348520833333333,,0.7653,,0.7977,1.0232,,1.8472,2.0131,4.524,,4.2635,5.81,24.566,32.1694,94.1824
1997-12-31,0.345770833333333,,0.7647,,0.7398,1.0375,,1.8686,1.9795,4.7219,,4.3467,5.86,25.3431,29.8785,85.3274
1998-01-01,0.524671545833333,,0.7044,,0.5558,1.0308,2.0122,1.915,2.02,4.6924,,4.4086,5.19,18.7778,28.0215,95.4894
1998-01-02,0.5310691,,0.635,,0.5521,1.062,2.0623,1.9329,2.0288,4.7035,,4.3113,5.83,24.2771,30.2326,104.9178
1998-01-03,0.526167929166667,,0.6323,,0.548,1.0598,2.0648,1.9405,2.0348,4.7291,,4.2152,5.43,13.8706,21.7444,84.5316
1998-01-04,0.5260989,,0.6299,,0.5436,0.9918,2.0058,1.8808,2.0408,4.6732,,4.1193,5.13,12.0458,16.9021,77.1414
1998-01-05,0.5260989,,0.625,,0.5398,0.9642,1.919,1.8999,2.0108,4.5314,,4.0208,5.34,22.9139,26.6007,100.9565
1998-01-06,0.525720508333333,,0.6226,,0.5354,0.9227,1.9338,1.8682,2.015,4.5397,,3.9251,5.05,25.6764,27.9993,98.7722
1998-01-07,0.5211454,,0.62,,0.5318,0.9486,1.945,1.8808,2.0006,4.5278,,3.8301,5.41,18.9979,31.7458,99.8069
1998-01-08,0.5211454,,0.6153,,0.5278,0.9056,1.9208,1.8335,1.9689,4.4841,,3.7376,5.6,17.7056,31.4507,98.7147
1998-01-09,0.5211454,,0.6131,,0.5239,0.8608,1.9,1.8258,1.8603,4.4498,,3.6485,5.45,17.3542,31.8785,97.8699
1998-01-10,0.520357075,,0.61,,0.5201,0.8684,1.8983,1.7844,1.8522,4.4497,,3.5562,4.95,13.2944,20.1903,78.5968
1998-01-11,0.5162098,,0.6058,,0.516,0.8359,1.8837,1.7902,1.8222,4.4339,,3.4696,4.89,10.5042,15.4674,70.1574
1998-01-12,0.5162098,,0.6035,,0.5153,0.8334,1.9012,1.8138,1.8239,4.4476,,3.4191,5.07,16.3382,28.1444,91.0337
1998-01-13,0.5162098,,0.6,,0.519,0.8379,1.9143,1.7976,1.82,4.5137,,3.4872,5.26,17.1175,33.4229,101.3901
1998-01-14,0.5149807,,0.5962,,0.519,0.817,1.9379,1.7807,1.82,4.4455,,3.5124,5.79,17.4771,33.0299,100.5374
1998-01-15,0.5112934,,0.5939,,0.519,0.8018,1.9817,1.781,1.98,4.4895,,3.5367,5.37,17.2292,33.875,102.2021
1998-01-16,0.5112934,,0.59,,0.519,0.793,1.9744,1.7787,1.9089,4.528,,3.5665,5.13,17.5035,34.2139,102.7336
1998-01-17,0.5112934,,0.5763,,0.519,0.8062,1.9324,1.729,1.9,4.5119,,3.5931,4.94,11.725,21.9181,82.3453
1998-01-18,0.5096614,,0.54,,0.52,0.6534,1.7279,1.5994,1.8051,4.2399,,3.6208,4.24,9.8524,15.2028,71.4586
1998-01-19,0.5063974,,0.5607,,0.522,0.7585,1.7926,1.7737,1.9011,4.3626,,3.6494,4.74,16.0389,28.3222,94.4017
1998-01-20,0.5063974,,0.5542,,0.522,0.772,1.7191,1.7631,1.9544,4.2639,,3.6751,5.84,17.8347,33.8035,101.7197
1998-01-21,0.5063974,,0.5648,,0.522,0.7234,1.7074,1.6863,1.8028,4.2092,,3.6972,5.03,17.0799,33.2229,100.4396
1998-01-22,0.504332508333333,,0.5613,,0.522,0.6744,1.7888,1.7057,1.7601,4.2824,,3.7074,4.71,16.9417,33.2549,98.6795
1998-01-23,0.5015229,,0.5548,,0.522,0.7175,1.7119,1.7286,1.7406,4.167,,3.6471,4.97,16.9847,34.1326,95.3142
1998-01-24,0.497991633333333,,0.5571,,0.5198,0.7205,1.7011,1.6922,1.7399,4.1524,,3.5867,4.47,10.9254,22.5028,79.17
1998-01-25,0.496579833333333,,0.5452,,0.4942,0.7118,1.7829,1.6769,1.7668,4.2276,,3.5288,4.41,11.2628,15.4403,71.6094
1998-01-26,0.554501508333333,,0.5406,,0.4899,0.7172,1.7344,1.5785,1.5983,3.9656,,3.4724,5.94,20.216,26.7917,91.6487
1998-01-27,0.602325954166667,,0.5327,,0.4923,0.7467,1.7338,1.6618,1.4687,4.0742,,3.4174,5.74,17.2758,32.7132,98.0647
1998-01-28,0.690746933333333,,0.4991,,0.4935,0.7336,1.8349,1.6665,1.4044,4.4644,,3.3631,5.99,17.5594,32.4743,97.8667
1998-01-29,0.6834435875,,0.5201,,0.4775,0.5407,1.6476,1.591,1.503,3.9536,,3.3042,6.02,17.5431,32.3826,97.9491
1998-01-30,0.6801625,,0.5053,,0.433,0.5483,1.7661,1.4889,1.442,3.8875,,3.2542,6.33,18.1172,33.1743,97.1601
1998-01-31,0.646131229166667,,0.5052,,0.4412,0.612,1.8212,1.5799,1.4242,3.8715,,3.1982,4.79,12.5282,19.6451,76.1698
1998-02-01,0.581814883333333,,0.4965,,0.446,0.6207,1.8141,1.5615,1.4226,3.8875,,3.1414,4.02,13.0734,13.9125,68.0545
1998-02-02,0.542098041666667,,0.4966,,0.4892,0.6687,1.7904,1.6872,1.4048,3.927,,3.0865,5.11,17.9476,24.6625,92.4226
1998-02-03,0.461884841666667,,0.4932,,0.5219,0.646,1.8125,1.6001,1.3824,3.851,,3.0335,5.92,15.1665,32.6438,96.7026
1998-02-04,0.399583545833333,,0.4909,,0.5172,0.6012,1.7524,1.5768,1.384,3.8702,,2.9786,5.63,16.9056,31.4222,96.2269
1998-02-05,0.363226070833333,,0.4978,,0.5166,0.6753,1.7837,1.5949,1.3817,3.8478,,2.9216,5.36,16.7291,31.6868,91.9023
1998-02-06,0.3752713125,,0.4833,,0.4774,0.5672,1.6446,1.6831,1.3567,3.9706,,2.8724,5.58,16.734,33.0736,94.8437
1998-02-07,0.366744970833333,,0.4727,,0.4241,0.5931,1.686,1.7038,1.3453,4.0379,,2.8177,4.73,10.7219,19.1229,75.7086
1998-02-08,0.357527025,,0.4606,,0.3996,0.5738,1.691,1.669,1.41,4.1401,,2.7667,4.08,9.3482,13.8521,69.0031
1998-02-09,0.3458179,,0.459,,0.3621,0.59,1.6691,1.6661,1.39,3.966,,2.7357,4.9,15.0673,25.0757,91.5331
1998-02-10,0.3458179,,0.4646,,0.3538,0.6348,1.7233,1.6312,1.39,4.1615,,2.74,5.2,16.2323,31.9931,93.3815
1998-02-11,0.348534625,,0.4664,,0.365,0.6381,1.7388,1.6658,1.4146,4.2284,,2.7586,4.76,16.3168,32.259,84.5574
1998-02-12,0.349761645833333,,0.4768,,0.3853,0.6663,1.784,1.6672,1.5156,4.2488,,2.8358,4.42,16.0276,32.3097,95.2645
1998-02-13,0.354112970833333,,0.5,,0.4067,0.6827,1.8634,1.7013,1.6656,4.354,,3.1765,5.13,16.1058,34.0632,98.8192
1998-02-14,0.35934555,,0.503,,0.4363,0.7268,1.9112,1.7055,1.7678,4.3794,,3.2083,4.81,11.3335,21.3618,78.7649
1998-02-15,0.399753070833333,,0.5091,,0.4707,0.7516,1.9969,1.7503,1.82,4.5072,,3.3808,4.53,10.4007,15.7889,73.2185
1998-02-16,0.425523191666667,,0.5064,,0.4638,0.7809,2.057,1.732,1.7989,4.571,,3.3998,4.84,16.4799,28.35,91.2473
1998-02-17,0.442049370833333,,0.509,,0.4645,0.8133,2.1031,1.7613,1.82,4.6668,,3.4233,5.51,18.1167,34.5201,97.9278
1998-02-18,0.450109991666667,,0.4949,,0.4683,0.7815,2.0168,1.6988,1.7694,4.5294,,3.0914,5.15,17.7576,32.7049,98.674
1998-02-19,0.46682885,,0.4928,,0.4207,0.7883,2.0762,1.6746,1.74,4.5518,,3.1304,5.18,17.5931,33.284,95.4542
1998-02-20,0.490031629166667,,0.5003,,0.4382,0.7972,2.1246,1.681,1.7797,4.6365,,3.1692,5.18,17.9111,33.9562,95.699
1998-02-21,0.497860983333333,,0.4956,,0.4538,0.8098,2.1426,1.6665,1.82,4.6588,,3.2062,4.88,11.9062,20.9403,79.5067
1998-02-22,0.487651433333333,,0.4975,,0.4534,0.8045,2.139,1.66,1.82,4.67,,3.2429,4.48,10.8417,15.1479,70.4752
1998-02-23,0.480554466666667,,0.5086,,0.4452,0.8662,2.141,1.7735,1.8961,4.8042,,3.2782,5.11,17.3306,29.4479,94.596
1998-02-24,0.466005104166667,,0.4984,,0.4534,0.897,2.1509,1.7721,1.8389,4.7355,,3.3096,5.27,17.4806,34.809,98.2244
1998-02-25,0.48948145,,0.5025,,0.5097,0.8744,2.2285,1.8535,1.8733,4.8456,,3.3484,5.24,18.2007,34.3035,98.2046
1998-02-26,0.4910208875,,0.499,,0.5089,0.8803,2.2505,1.7935,1.9,4.9531,,3.3806,5.25,18.2261,35.5826,97.8052
1998-02-27,0.497770908333333,,0.4988,,0.5378,1.0092,2.2917,1.8372,1.9,4.9865,,3.4208,5.54,18.2632,35.6507,101.1394
1998-02-28,0.522144058333333,,0.495,,0.5698,1.0547,2.3451,1.8898,1.9,5.081,,3.4465,5.49,12.4715,22.3646,81.2517
1998-03-01,0.505915175,,0.49,,0.5556,0.9332,2.3601,1.9001,1.9,5.0977,,3.4681,4.81,11.0181,15.4083,72.4235
1998-03-02,0.467123925,,0.4865,,0.5208,0.8549,2.1575,1.8658,1.9,4.8028,,3.51,5.47,16.7167,27.559,92.078
1998-03-03,0.463336408333333,,0.4777,,0.5233,0.8215,2.1114,1.8283,1.9,4.6748,,3.3231,6.1,21.0208,33.7521,99.0451
1998-03-04,0.453808779166667,,0.4838,,0.5021,0.8445,2.2179,1.8265,1.8983,4.7392,,3.2957,6.26,21.3132,35.3458,105.425
1998-03-05,0.4536805125,,0.4993,,0.5233,0.8822,2.26,1.8474,1.9744,4.9258,,3.3915,6.44,21.559,35.4743,100.5302
1998-03-06,0.439629858333333,,0.4894,,0.4885,0.7998,2.1281,1.7969,1.9383,4.7221,,3.2013,6.17,21.9174,34.5896,103.1308
1998-03-07,0.4434536125,,0.499,,0.5364,0.8595,2.2055,1.8422,1.9,4.7524,,3.5153,4.96,16.1681,21.9736,83.0049
1998-03-08,0.4451618,,0.4944,,0.5611,0.8023,2.2812,1.8762,1.9,4.9142,,3.5847,4.69,10.7514,15.1688,75.7547
1998-03-09,0.420674104166667,,0.4778,,0.496,0.7683,2.1159,1.7931,1.8639,4.7397,,3.4219,6.17,11.0042,30.1625,88.6169
1998-03-10,0.3605022625,,0.4601,,0.4246,0.5671,1.9253,1.7105,1.675,4.4087,,3.0339,5.6,10.6553,33.7965,91.1489
1998-03-11,0.377767325,,0.4661,,0.5797,0.6051,1.9049,1.7007,1.6967,4.2633,,3.2567,5.39,10.3174,35.2861,91.4203
1998-03-12,0.373566516666667,,0.4785,,0.503,0.6748,1.9039,1.7,1.7416,4.3251,,3.21,5.66,11.0764,36.1097,96.8035
1998-03-13,0.37228125,,0.4841,,0.4275,0.6664,1.9142,1.6911,1.7578,4.2735,,3.249,5.68,20.0778,37.5938,104.437
1998-03-14,0.364006891666667,,0.4861,,0.4268,0.6374,1.8968,1.6813,1.6812,4.2917,,2.8219,4.4,18.7667,23.9076,86.2851
1998-03-15,0.380593258333333,,0.4853,,0.4105,0.6355,1.9372,1.6715,1.67,4.2781,,2.8594,4.22,18.3917,15.6486,78.4817
1998-03-16,0.3701098625,,0.4836,,0.3729,0.6908,1.9713,1.6617,1.67,4.3119,,2.9317,5.13,19.4118,28.3465,93.129
1998-03-17,0.375369120833333,,0.4841,,0.3982,0.743,2.0656,1.66,1.67,4.4444,,3.0323,5.55,17.2208,33.7833,99.1874
1998-03-18,0.3841382125,,0.4828,,0.4511,0.7352,2.121,1.6526,1.67,4.6976,,3.0578,5.47,17.5167,33.1125,94.9553
1998-03-19,0.387872270833333,,0.4738,,0.4392,0.7273,2.0544,1.6438,1.67,4.7533,,3.07,5.71,16.7104,33.7021,96.341
1998-03-20,0.357219620833333,,0.4696,,0.4307,0.7113,1.9547,1.6349,1.67,4.579,,3.0102,5.52,17.1426,33.5771,94.5314
1998-03-21,0.356549133333333,,0.4802,,0.41,0.7167,1.9169,1.626,1.67,4.5231,,2.8483,4.33,11.3774,18.8076,77.0596
1998-03-22,0.3350687625,,0.4654,,0.4344,0.6605,1.8133,1.62,1.5522,4.3476,,2.7163,4.07,8.9397,14.5306,68.0362
1998-03-23,0.344046245833333,,0.4726,,0.4303,0.719,1.8033,1.6183,1.6,4.3806,,2.6899,5.44,15.3306,22.2854,85.636
1998-03-24,0.3373766625,,0.4751,,0.4119,0.6854,1.7822,1.6094,1.5933,4.374,,2.6604,5.37,16.2772,27.8389,90.4315
1998-03-25,0.329812170833333,,0.4619,,0.4061,0.6871,1.7618,1.5883,1.5767,4.3268,,2.6831,5.35,16.3951,27.3812,88.1992
1998-03-26,0.338563754166667,,0.4614,,0.4,0.6811,1.7708,1.5288,1.5655,4.2986,,2.7764,5.53,16.5353,25.0354,87.4203
1998-03-27,0.348727725,,0.4609,,0.4184,0.6894,1.8162,1.4704,1.6,4.3285,,2.759,5.7,16.4515,25.0146,88.3078
1998-03-28,0.429197783333333,,0.4617,,0.506,0.7102,1.9765,1.4319,1.6,4.5267,,2.9073,4.34,10.1472,17.7118,74.6958
1998-03-29,0.543389275,,0.4677,,0.6511,0.7597,2.3957,1.4222,1.6,5.0501,,3.399,4.46,9.6136,13.3208,71.766
1998-03-30,0.617463158333333,,0.4915,,0.826,0.8186,2.8058,1.4786,1.8124,5.7422,,3.9618,6.32,16.6104,24.0632,90.3962
1998-03-31,0.724650058333333,,0.5056,,1.0235,0.8902,3.1245,1.5799,1.9289,6.2089,,4.5689,7.27,19.15,28.6299,94.706
1998-04-01,0.79993585,,0.5215,,1.2204,0.9537,3.4847,1.7792,2.1661,6.7381,,5.4551,7.98,19.2639,29.8826,98.9429
1998-04-02,0.781957416666667,,0.5334,,1.1273,1.005,3.4655,1.9439,2.22,6.8232,,6.1081,8.79,21.6958,31.0333,99.5088
1998-04-03,0.736103320833333,,0.5455,,0.9574,0.9947,3.469,1.815,2.2745,6.7165,,5.3526,8,21.5458,31.4493,106.1441
1998-04-04,1.33058868333333,,0.5539,,1.0465,1.0117,4.124,2.0123,3.9104,7.5967,,5.2226,7.02,14.5861,22.2042,89.0525
1998-04-05,1.92298929166667,,0.573,,1.439,1.0596,5.4896,2.8392,9.8051,9.0747,,7.8548,9.49,18.0403,36.7618,123.3253
1998-04-06,1.32229625,,0.6126,,1.2191,1.0876,4.5685,2.7233,6.8813,8.4213,,7.2349,10.25,26.0319,47.0444,138.6951
1998-04-07,1.03410458333333,,0.5985,,0.967,1.0191,3.509,2.389,5.2589,7.0778,,5.9072,8.81,23.1667,43.3861,124.0338
1998-04-08,0.95541845,,0.6183,,0.9582,1.0028,3.2074,2.3111,4.5359,6.6821,,5.6142,8.72,22.909,43.6722,125.2206
1998-04-09,0.88894315,,0.5977,,0.8881,1.0047,3.0563,2.2316,4.131,6.3237,,5.1693,8.19,22.2319,41.4688,117.9757
1998-04-10,0.822967679166667,,0.594,,0.875,0.9865,2.8888,2.1508,4.0353,6.1258,,4.879,7.95,21.4181,44.0201,118.0356
1998-04-11,0.717902333333333,,0.6238,,0.8745,1.0195,2.8801,2.19,4.0016,6.2945,,4.8677,6.75,14.3257,31.4875,104.1867
1998-04-12,0.768104658333333,,0.6286,,0.8188,0.9924,2.7925,2.1733,3.7999,6.1323,,4.7957,6.28,13.3542,27.1486,99.3676
1998-04-13,0.738217733333333,,0.6231,,0.7317,0.9533,2.5892,2.0625,3.4906,5.841,,4.3125,5.93,18.7403,33.8924,105.2781
1998-04-14,0.6831952625,,0.6286,,0.7175,0.9513,2.556,2.0355,3.3147,5.8203,,4.3064,6.63,19.9597,39.2736,113.9251
1998-04-15,0.685722,,0.6075,,0.6823,0.9587,2.4556,2.0151,3.2347,5.586,,4.0567,6.7,19.9069,38.1326,112.7395
1998-04-16,0.6788651375,,0.6271,,0.6747,0.9622,2.4814,2.011,3.1889,5.7015,,4.1178,6.76,20.1618,41.8306,114.302
1998-04-17,0.651419008333333,,0.6363,,0.6641,0.9836,2.4785,2.0153,3.1326,5.6981,,4.1365,6.87,23.6778,42.2542,120.6983
1998-04-18,0.636497125,,0.6225,,0.6423,0.9856,2.4183,2.0653,2.9951,5.6233,,3.9938,5.32,12.7618,26.4826,98.5757
1998-04-19,0.632649091666667,,0.6105,,0.6192,0.941,2.3733,2.1114,2.95,5.4562,,3.8209,5.05,11.6771,21.809,92.0853
1998-04-20,0.6535277375,,0.616,,0.6671,0.9555,2.3924,2.1581,2.9375,5.5129,,3.766,6.2,20.7181,33.6833,105.1249
1998-04-21,0.74434025,,0.6247,,0.7866,1.0136,2.6502,2.2037,2.9986,6.0076,,3.9345,6.58,22.8097,39.0632,113.7786
1998-04-22,0.958784808333333,,0.6213,,0.9738,1.1101,3.4597,2.2512,3.4353,7.2307,,4.6183,6.84,24.4021,41.3368,116.4583
1998-04-23,1.2983222,,0.6125,,1.3322,1.3193,4.8374,2.5376,4.4828,8.8858,,6.0911,8.05,27.6792,47.1757,131.5942
1998-04-24,1.45028391666667,,0.6334,,1.3556,1.4039,5.0565,2.9343,5.4799,8.8701,,6.4333,9.58,29.5528,50.0743,140.6174
1998-04-25,1.68060704166667,,0.6508,,1.403,1.649,5.3336,3.0778,5.7935,9.4946,,7.5292,7.9,18.1306,35.4694,120.0986
1998-04-26,1.97936670833333,,0.7556,,2.0717,1.8476,6.3406,4.4009,7.1944,10.5869,,11.6365,10.6,21.0493,33.6958,125.7215
1998-04-27,2.60420558333333,,0.9129,,2.7949,2.0949,7.6179,6.6963,9.4405,11.8403,,15.1118,18.24,38.7556,52.0479,157.3375
1998-04-28,2.76852354166667,,0.986,,2.6522,2.251,9.0224,5.7812,12.4597,14.6812,,12.3326,18.64,47.0708,89.25,226.2576
1998-04-29,2.037009375,,1.0031,,2.3444,2.3729,8.5419,4.4467,10.2615,14.6715,,10.6322,16.08,47.5028,85.5451,235.8049
1998-04-30,1.73487408333333,,0.9546,,2.0488,2.1544,7.3633,3.8885,8.8688,12.6458,,9.1596,14.75,43.7167,74.3132,207.4201
1998-05-01,1.49325533333333,,0.9262,,1.8322,2.0583,6.2742,3.726,7.9541,11.2736,,8.6457,11.32,38.0569,58.6958,185.4028
1998-05-02,1.4433695,,0.9019,,1.774,1.9824,6.1373,3.6223,7.7078,10.8181,,8.2844,10.71,23.4104,44.6694,157.7312
1998-05-03,1.62300554166667,,0.8811,,1.7545,1.9126,6.3558,3.5744,7.3767,10.809,,8.5823,10.09,22.209,38.3396,145.409
1998-05-04,1.81600858333333,,0.872,,1.8345,1.9112,6.7062,3.9008,7.8411,10.8778,,8.5366,12.17,37.591,53.8597,156.5715
1998-05-05,1.77018458333333,,0.8639,,1.77,1.9233,6.4703,3.7116,7.6824,10.5484,,8.8717,11.95,36.3347,58.184,167.4319
1998-05-06,1.78317125,,0.8911,,1.7908,1.9083,6.5173,3.7427,7.8356,10.2125,,8.7665,12.34,34.5132,57.4868,162.3576
1998-05-07,1.9350255,,0.9011,,1.9567,1.9098,6.6562,4.0756,8.1983,10.4721,,11.8642,11.33,36.4694,58.0847,158.2847
1998-05-08,2.450249625,,0.9808,,2.869,1.985,7.2745,5.396,9.6033,10.8347,,17.4854,14.57,38.5618,58.4236,164.1938
1998-05-09,3.21978845833333,,1.2691,,4.4067,2.2764,8.2724,7.6839,12.0986,11.8201,,23.2431,20.37,32.6611,45.3847,161.0771
1998-05-10,4.37272716666667,,1.9656,,6.2428,2.7538,8.964,10.4427,14.8181,12.5715,,30.4014,28.06,42.1861,47.8118,173.2132
1998-05-11,5.19344954166667,,2.1857,,7.4397,3.3023,9.1917,11.7958,17.7104,12.8361,,32.5687,35.35,62.3965,76.2986,212.2194
1998-05-12,5.97614804166667,,2.4319,,8.4794,3.4122,9.5616,13.2501,19.6333,13.084,,35.4486,40.34,69.0326,86.3715,248.7076
1998-05-13,6.82756658333333,,2.765,,9.2667,3.6942,9.4503,14.3674,20.8201,12.9701,,37.284,44.2,76.3354,93.8139,269.8236
1998-05-14,7.49311516666667,,2.9353,,9.4027,3.9203,12.7603,14.3188,22.5986,15.7333,,38.4882,44.66,86.841,101.8361,297.0486
1998-05-15,6.75094658333333,,2.9476,,8.3907,3.8906,9.7424,12.307,21.466,13.3882,,33.4535,40.58,74.4028,99.8743,290.2778
1998-05-16,5.75445775,,2.7673,,7.149,3.7323,8.2618,10.5766,18.7792,11.8986,,28.2417,33.91,65.691,76.3875,249.3257
1998-05-17,4.66940145833333,,2.4719,,5.6234,3.4451,7.1538,8.5848,15.866,10.8896,,22.8764,27.33,63.3597,64.8021,223.4229
1998-05-18,3.64238816666667,,2.1021,,4.3562,3.1215,6.2842,6.7962,13.0736,10.2085,,18.1444,22.84,53.4292,75.4646,214.784
1998-05-19,3.29550483333333,,1.9606,,3.5599,2.8891,5.7711,5.9051,11.2111,9.716,,15.4438,20,47.0417,71.8646,197.6243
1998-05-20,3.40527825,,1.8903,,3.3291,2.6979,5.5935,5.7322,10.5847,9.3597,,14.2681,19.03,45.0646,68.0056,187.4368
1998-05-21,3.59875925,,1.83,,3.5173,2.5603,5.3737,5.8835,10.7236,9.1728,,15.2431,20.18,46.0215,66.2903,182.3833
1998-05-22,3.82249495833333,,1.8057,,3.7514,2.5608,5.3027,6.3494,10.8604,8.9701,,16.5562,20.13,46.8194,64.4715,182.0896
1998-05-23,4.05932395833333,,1.8254,,3.8615,2.5812,5.0736,6.1791,10.9937,8.7704,,16.3708,18.52,29.8299,50.2347,168.9146
1998-05-24,3.91421504166667,,1.9397,,4.2142,2.672,5.7624,6.1894,10.8604,9.3054,,16.6618,19.17,30.5458,48.8035,162.0833
1998-05-25,3.546633125,,1.9265,,4.0449,2.7067,6.2882,5.7775,10.3453,10.2013,,15.5368,19.57,46.2222,69.4403,184.0882
1998-05-26,3.31310116666667,,1.7997,,3.6284,2.5207,5.3414,5.842,9.771,9.0239,,14.8132,18.83,44.4278,71.5062,184.0986
1998-05-27,3.65550133333333,,1.8593,,4.422,2.4792,5,6.6012,10.3778,8.7683,,17.0319,20.07,45.4694,74.6444,188.2792
1998-05-28,4.18213533333333,,1.8361,,4.6673,2.4034,4.7953,7.557,11.7056,8.506,,18.759,21.97,47.5743,79.9646,194.066
1998-05-29,5.57443858333333,,1.8233,,5.0819,2.4256,4.9653,8.3793,14.3993,8.5981,,20.0062,23.6,49.4694,86.3944,205.9486
1998-05-30,5.02904529166667,,1.9389,,6.1838,2.5726,5.0553,9.1638,13.4993,8.7508,,22.7938,25.17,38.7312,71.1326,198.409
1998-05-31,4.97181395833333,,2.2066,,7.1139,2.7116,5.2383,10.2219,13.7542,9.2777,,26.0667,27.19,39.009,62.1306,187.5549
1998-06-01,5.718585125,,2.6552,,8.74,2.9214,5.3838,11.7992,15.0458,9.3608,,31.5299,34.15,63.1583,79.575,205.3694
1998-06-02,5.83963833333333,,2.671,,8.4437,2.8331,5.1156,12.2372,15.2722,8.8297,,31.1424,34.25,62.3069,86.6507,225.6528
1998-06-03,7.43575345833333,,2.9527,,10.9379,3.0142,5.3005,16.3438,17.2847,8.8399,,38.6257,41.08,69.2896,90.3958,235.584
1998-06-04,9.78256416666667,,3.6638,,15.7764,3.4425,5.7996,22.0792,20.284,9.4897,,51.6229,52.14,88.0938,110.5278,291.184
1998-06-05,10.0249380416667,,4.0757,,16.4854,3.4569,5.8942,21.9528,20.7028,9.8506,,52.3556,57.72,90.6493,120.0972,300.4729
1998-06-06,10.386776125,,4.056,,15.716,3.2044,5.8351,22.8674,22.4931,9.7199,,53.1917,58.91,93.3243,115.5139,302.1319
1998-06-07,11.5229429166667,,3.9548,,17.0826,3.2112,6.0017,23.6993,27.4868,10.1274,,56.5535,62.43,92.8125,128.5278,330.5208
1998-06-08,12.14165,,5.5347,,24.2347,4.0006,12.6233,25.4701,34.725,19.9215,,69.1167,80.87,134.8889,174.3194,472.841
1998-06-09,9.23837379166667,,4.8277,,14.9979,3.7473,8.8641,17.6903,22.8542,14.2861,,46.6521,54.3,100.7743,129.4236,355.5062
1998-06-10,7.8653645,,4.2977,,12.425,3.7849,7.2222,16.4708,18.8354,12.7674,,40.3819,47.14,86.7028,114.5556,299.6278
1998-06-11,11.9878083333333,,8.2895,,25.5035,6.7088,15.7369,25.4778,28.6382,25.7708,,70.3569,87.61,151.2604,156.8264,452.2569
1998-06-12,9.01793158333333,,7.1322,,14.0951,6.3497,14.7125,16.8021,23.1708,25.5319,,45.375,57.31,125.625,158.7917,469.5618
1998-06-13,6.18133229166667,,5.3077,,9.0529,5.4542,11.2253,12.4312,17.7493,20.2139,,33.5167,42.09,97.4285,108.859,347.8111
1998-06-14,5.02704733333333,,4.364,,6.9862,4.8156,9.4844,9.9669,14.8236,17.2576,,27.0382,35.34,81.6604,87.1924,284.9104
1998-06-15,4.46905416666667,,4.0714,,6.8455,4.6375,8.7037,9.481,13.6368,16.0951,,25.5882,33.77,79.109,98.8896,274.9264
1998-06-16,4.076908375,,3.7492,,6.9131,4.4128,8.0851,8.9267,12.6174,15.2604,,24.9299,32.91,80.9701,96.7181,277.4979
