"Date","Obs_2_1","Obs_2_2","Obs_2_3","Obs_2_4","Obs_2_5","Obs_2_6","Obs_2_7","Obs_2_8","Obs_2_9","Obs_2_10","Obs_2_11","Obs_2_12","Obs_2_13","Obs_2_14","Obs_2_15","Obs_2_16"
2009-12-23,0.516125020833333,NA,0.9436695625,NA,0.426623070833333,1.24557379166667,1.37986111108333,2.38263888888889,1.80555554166667,4.95694441666667,NA,5.22024254166667,8.04055545833333,22.8430558333333,22.0847220833333,54.7916670833333
2009-12-24,0.529053708333333,NA,0.920445620875,NA,0.424032583333333,1.29339175,1.61118055545833,2.25125,2.11305554166667,4.97631954166667,NA,5.007609375,7.18375,17.2041666666667,24.4805558333333,79.5172220833333
2009-12-25,0.91507735,NA,1.36206816666667,NA,0.421451445833333,1.859741875,7.70770833345833,2.21,4.384652875,14.5284727916667,NA,8.52883641666667,12.0818744166667,34.8979166666667,72.66944375,217.044166666667
2009-12-26,0.679908108333333,NA,1.05991126666667,NA,0.418881158333333,1.519821625,4.03083333325,2.27722222222222,3.58291666666667,9.90902725,NA,6.02211820833333,8.82083345833333,26.7916666666667,50.0868054166667,157.0557625
2009-12-27,0.607218195833333,NA,0.957468980541667,NA,0.416323154166667,1.35923345833333,2.73347222233333,2.21,2.93625,7.02729170833333,NA,5.22324716666667,7.22541666666667,20.5479154166667,34.7027779166667,93.79951375
2009-12-28,0.5411117375,NA,0.896571380541667,NA,0.413778879166667,1.33834470833333,2.28527777783333,2.21,2.683125,5.97069441666667,NA,5.048123625,6.9880555,21.37847125,34.0430554166667,90.2513195833333
2009-12-29,0.537637183333333,NA,0.905133508333333,NA,0.4112498625,1.29613108333333,2.15791666670833,2.21,2.58,5.70381945833333,NA,4.97599133333333,6.89006945833333,20.2187504166667,29.8256945833333,84.6614579166667
2009-12-30,0.526359708333333,NA,0.909585129166667,NA,0.408737466666667,1.29402604166667,2.038125,2.21,2.45402779166667,5.43298616666667,NA,4.99743,7.02145833333333,20.5131945833333,28.9451379166667,82.69374375
2009-12-31,0.505513466666667,NA,0.90909515,NA,0.406243254166667,1.29359129166667,1.946458333375,2.21,2.465625,5.25618058333333,NA,4.93740170833333,6.83250004166667,20.2798608333333,28.86666625,76.22708375
2010-01-01,0.4918438,NA,0.896428820833333,NA,0.403768625,1.24810495833333,1.85249999995833,2.470531,2.38,5.04736116666667,NA,4.99743,6.54020833333333,23.2118054166667,25.63611125,76.6006941666667
2010-01-02,0.491519620833333,NA,0.8730429375,NA,0.401315054166667,1.24808808333333,1.80062499995833,2.448482375,2.29666666666667,4.91034725,NA,4.4528875,6.318888875,25.91875,37.5326383333333,82.4570845833333
2010-01-03,0.4918438,NA,0.847040441666667,NA,0.3988840125,1.18074720833333,1.71000000004167,2.37446191666667,2.01118054166667,4.50458329166667,NA,5.12481575,6.04125004166667,21.830555,36.069445,82.31687625
2010-01-04,0.4918438,NA,0.971482145833333,NA,0.396476954166667,1.206323625,1.73222222225,2.470531,1.97069445833333,5.51972225,NA,6.57288629166667,7.35472220833333,24.44791625,42.9027770833333,90.7726379166667
2010-01-05,0.4918438,NA,0.8510478625,NA,0.394095354166667,1.10385400833333,1.68256944441667,2.470531,2.01784720833333,4.347638875,NA,10.0179898333333,8.188472375,24.13819375,45.8111116666667,88.70458625
2010-01-06,0.477255679166667,NA,0.833252558333333,NA,0.391740675,1.14865516666667,1.65131944445833,2.470531,2.16222225,4.63833329166667,NA,7.86867641666667,6.38729166666667,15.8736116666667,32.51111125,72.0974308333333
2010-01-07,0.468178608333333,NA,0.831690916666667,NA,0.403820541666667,1.21795654166667,1.63,2.335089375,2.12111108333333,4.38312495833333,NA,4.37606070833333,7.246736125,20.8145841666667,44.0388891666667,76.6369041666667
2010-01-08,0.471096241666667,NA,0.8296631625,NA,0.393333333333333,1.19167141666667,1.63534722225,2.243745,2.08444441666667,4.37958325,NA,4.379996,7.269375,24.5374995833333,44.43333375,86.3566870833333
2010-01-09,0.471096245833333,NA,0.826752516666667,NA,0.391666666666667,1.18920645833333,1.6106944445,2.243745,2.118333375,4.27826375,NA,4.379996,6.17868058333333,17.1909725,34.6937504166667,75.8981933333333
2010-01-10,0.459425741666667,NA,0.820221841666667,NA,0.390833333333333,1.16164816666667,1.582222222125,2.243745,2.06,4.19534720833333,NA,4.379996,5.93465275,13.5916666666667,29.5034720833333,58.3770133333333
2010-01-11,0.445485979166667,NA,0.824728070833333,NA,0.372152779166667,1.17389066666667,1.54055555558333,2.243745,2.051736125,4.09784725,NA,4.317031125,8.50340220833333,18.3166666666667,47.2499995833333,82.3976375
2010-01-12,0.4451618,NA,0.823504645833333,NA,0.39,1.13423608333333,1.525555555625,2.243745,1.99,4.49375004166667,NA,4.379996,8.805138875,17.925,41.5840283333333,81.9458995833333
2010-01-13,0.4451618,NA,0.816169408333333,NA,0.39,1.02895840416667,1.51027777783333,2.243745,1.99,4.77472220833333,NA,4.379996,8.62819429166667,20.9458329166667,42.5340279166667,78.2120133333333
2010-01-14,0.444565608333333,NA,0.804365975,NA,0.385833333333333,1.02166666666667,1.49340277779167,2.243745,1.99,4.695138875,NA,4.379996,8.718055,20.3750008333333,41.1819445833333,77.9178454166667
2010-01-15,0.436815104166667,NA,0.79209585,NA,0.361388891666667,1.01,1.489444444375,2.243745,1.96444441666667,4.61027775,NA,4.352448875,8.81138904166667,19.3652779166667,39.3145833333333,74.69813125
2010-01-16,0.442288558333333,NA,0.788836045833333,NA,0.3901432125,1.01,1.49472222225,2.243745,1.88437504166667,4.528263875,NA,4.81903545833333,6.09777766666667,14.96180625,30.899305,62.53301625
2010-01-17,0.4341701125,NA,0.7928003875,NA,0.387801241666667,1.02069444583333,1.47951388891667,2.243745,1.945625,4.62736108333333,NA,4.48290166666667,5.83527775,15.3805554166667,26.9131933333333,58.3840975
2010-01-18,0.425545775,NA,0.7826021,NA,0.3860386125,1.021333375,1.4661805555,2.243745,1.92944445833333,4.51097216666667,NA,4.379996,7.84861116666667,22.4444454166667,36.5090270833333,73.67567875
2010-01-19,0.417104975,NA,0.7839738625,NA,0.384242345833333,0.998972170833333,1.42923611108333,2.243745,1.87805558333333,4.385416625,NA,4.053365625,8.93437504166667,18.1756941666667,35.2187508333333,73.0007616666667
2010-01-20,0.409086466666667,NA,0.775843020833333,NA,0.3837318875,1.04737266666667,1.39923611108333,2.243745,1.74708333333333,4.2036805,NA,3.99433608333333,8.54138891666667,24.8840279166667,42.6027779166667,79.63736
2010-01-21,0.4099495375,NA,0.767973154166667,NA,0.3832347,1.08273554166667,1.41659722225,2.243745,1.81652770833333,4.25506945833333,NA,5.25620725,8.49687504166667,22.375,42.3118045833333,79.3615304166667
2010-01-22,0.4460826875,NA,0.751642854166667,NA,0.379015595833333,1.02699999583333,1.402013888875,2.243745,1.82347229166667,4.31659716666667,NA,3.813312,8.48854179166667,18.6208333333333,38.4375,71.2061079166667
2010-01-23,0.451540995833333,NA,0.755860791666667,NA,0.3788250125,1.02857646666667,1.38305555554167,2.240665625,1.74645833333333,4.14666666666667,NA,4.22393495833333,5.8650695,13.43263875,27.3569445833333,56.8519441666667
2010-01-24,0.418929308333333,NA,0.749301066666667,NA,0.377195366666667,0.982027775,1.3950694445,2.243745,1.738611125,4.2330555,NA,5.31929433333333,5.781736125,12.13055625,25.55208375,51.5670179166667
2010-01-25,0.407899733333333,NA,0.746456379166667,NA,0.3741820625,0.967666691666667,1.3900694445,2.243745,1.73937495833333,4.24951379166667,NA,4.01704104166667,7.945416625,22.0812491666667,32.7729158333333,67.3381420833333
2010-01-26,0.403428283333333,NA,0.739152825,NA,0.372370879166667,0.931388916666667,1.386319444375,2.22064970833333,1.712638875,4.25624995833333,NA,4.26822475,7.80020833333333,18.4877775,33.3826395833333,66.77659875
2010-01-27,0.432119291666667,NA,0.7400399125,NA,0.372325466666667,0.932611104166667,1.35513888875,2.12980816666667,1.65673616666667,4.11958329166667,NA,4.33556670833333,8.58749975,21.0875,33.0972225,68.3801379166667
2010-01-28,0.4022359,NA,0.732405570833333,NA,0.369228583333333,0.922291666666667,1.371111111,2.14982408333333,1.73743054166667,4.22444441666667,NA,4.31442895833333,8.08916675,18.2236116666667,42.20208375,73.7673608333333
2010-01-29,0.394542779166667,NA,0.725594095833333,NA,0.367490858333333,1.02108333333333,1.36819444445833,2.17753845833333,1.69902775,4.13409725,NA,3.80240670833333,8.26909716666667,20.4749995833333,38.8555558333333,70.6570829166667
2010-01-30,0.401701104166667,NA,0.7261682375,NA,0.3658934125,0.911625016666667,1.35618055558333,2.12518908333333,1.7,4.2463195,NA,3.813312,5.62166666666667,13.9291658333333,29.6388891666667,58.9774325
2010-01-31,0.34406675,NA,0.717331183333333,NA,0.3643422125,0.9196805375,1.35055555545833,2.095935,1.67374995833333,4.16645825,NA,3.813312,5.59569445833333,11.86458375,27.8583329166667,53.0146529166667
